NameDeposit	OtherNames	CountryCode	Country	StateProvince	LatitudeSeconds	LatitudeMinutes	LatitudeDegrees	LongitudeSeconds	LongitudeMinutes	LongitudeDegrees	LongitudeDecimal	LatitudeDecimal	Type	DiscoveryDate	StartupDate	Includes	Prospect?	Comments	Map Number	AgeMY	Tonnage	Copper grade	Molybdenum grade	Silver grade	Gold grade	References	Minerals	Deposit Age	Assoc Deposits less 5km	Assoc Deposits less 10km	RocksinDeposit	RocksOnMap	RocksOnMapInDeposit	EmplacementDepthkm	SulfideArea	SulfideBAxis	SulfideAAxis	AlterAAxis	AlterBAxix	AlterArea	OreArea	OreAAxis	OreBAxis
Campana Mahuida		AGTN	Argentina			-13	-38		-32	-70	-70.53333333	-38.21666667	17	1966	1999 ?			"Reserves in 1994: oxidized zone, 31 Mt at 0.4% Cu and 0.14 g/t Au; secondary enrichment zone, 11 Mt at 0.6% Cu and 0.03 g/t Au; sulfide ore, 71 Mt at 0.38% Cu and 0.09 g/t Au. 60% of the deposit area is covered by gravel."	337	74	194	0.49	0	0	0.098	"Chabert, M.R., and Zannetini, J.C.M., 1999, Porfiro cuprifero Campana Mahuida, Nequen, in Zappettini, E.O., ed., Recursos minerales de la Republica Argentina: Instituto de Geologia y Recursos Minerales SEGEMAR, Anales 35, Buenos Aires, p. 1279–1288. Hollister, V.F., 1978, Geology of the porphyry copper deposits of the Western Hemisphere: New York, American Institute of Mining and Metallurgical Engineers, 219 p.Long, K.R., 1995, Production and reserves of Cordilleran (Alaska to Chile) porphyry copper deposits, in Pierce, F.W., and Bolm, J.G., eds., Porphyry copper deposits of the American Cordillera: Tucson, Arizona Geological Society Digest 20, p. 35–68.Sillitoe, R.H., 1977, Permo-Carboniferous, upper Cretaceous, and Miocene porphyry copper-type mineralization in the Argentinean Andes: Economic Geology, v. 72, p. 99–109."	"biotite, bornite, calcite, chalcocite, chalcopyrite, chlorite, covellite, chrysocolla, delafossite, epidote, goethite/limonite, hematite/specularite, jarosite, molybdenite, pyrite, pyrrhotite, sericite, tenorite, tetrahedrite"	74		22c	"andesite porphyry, dacite porphyry, skarn"	"diorite, granodiorite, granodiorite porphyry"	"metasedimentary rocks, hornfels"		4.7	2	3						
Cerro Mercedario		AGTN	Argentina			-57	-31		-3	-70	-70.05	-31.95	17				Yes		331	13		0		0	0	"Sillitoe, R.H., 1977, Permo-Carboniferous, upper Cretaceous, and Miocene porphyry copper-type mineralization in the Argentinean Andes: Economic Geology, v. 72, p. 99–109.Zappettini, E.O., Godeas, M., and Segal, S., 1999, Mapa metallogenetico de la Republica Argentina, escala 1:2,500,000, 2 fol., in Zappettini, E.O., ed., Recursos minerales de la Republica Argentina: Instituto de Geologia y Recursos Minerales SEGEMAR, Anales 35, Buenos Aires, v. I and v. II—2172 p."	"biotite, chalcopyrite, pyrite"	13			monzonite porphyry												
El Oculto		AGTN	Argentina	Jujuy		-8	-24		-36	-66	-66.6	-24.13333333	17				Yes	600 ppm Cu; 0.1 g/t Au; 85 ppm Mo	314			0	0	0	0	"Godeas, M., Cardo, R., Carrizo, R., Zuloeta, C.G., Gonzales, R., Jr., Korzeniewski, L.I., Lopez, H., Mallimacci, H., Martinez, L. Ramallo, E., Valladares, H., and Zubia, M., 1999, Inventario de yasimentos y manifestaciones de minerales metaliferos e industriales de la Republica Argentina, in Zappettini, E.O., ed., Recursos minerales de la Republica Argentina: Instituto de Geologia y Recursos Minerales SEGEMAR, Anales 35, Buenos Aires, p. 1979–2172.Zappettini, E., Miranda-Angles, V., Rodriges, C.S., Palacios, O., Cocking, R., Godeas, M., Uribe-Zeballos, H., Vivallo, A.S., Paz, M.M., Seggiaro, P., Heuschmidt, B., Gardeweg, M., Boulangger, E., Korzeniewski, L.I., Mpodozis, C.M., Carpio, M., Rubiolo, D., 2001, Mapa metalogénico de la región fronteriza entre Argentina, Bolivia, Chile y Perú (14ºS y 28ºS): Servicio Nacional de Geología y Minería, Publicacion Geológica Multinacional No. 2, Santiago de Chile, escala 1:1000000,  222 p., 1 map. "	"bornite, chalcopyrite, limonite, molybdenite, pyrite, turquoise"			22c	"breccia, dacite porphyry"		"conglomerate, sandstone"										
El Pachon	"see Los Pelambres, Chile"	AGTN	Argentina															"continuous w/ Los Pelambres, Chile"	308																								
El Salado		AGTN	Argentina	San Juan		-56	-30		-38	-69	-69.63333333	-30.93333333	17	1994			Yes	Classic zoned porphyry copper deposit : 0.3–0.8% Cu; 0.1–0.2 g/t Au	329			0	0	0	0	"Cardo, R., 1999, Distrito polimetallico Castaño Viejo, San Juan, in Zappettini, E.O., ed., Recursos minerales de la Republica Argentina: Instituto de Geologia y Recursos Minerales SEGEMAR, Anales 35, Buenos Aires, p. 857–863.Climax Mining Ltd.–Argentina Exploration, 1996, Upsallat graben project: 1996 Annual Report, http://www.climaxmining.com.au/annual_96/html/argentina.htmlLittle, M.L., 1995, South America, Argentina, exploration review: SEG Newsletter, no. 23, p. 29–30."	"chalcopyrite, chlorite, epidote, pyrite, sericite"		22c		"rhyodacite, rhyolite porphyry"		"agglomerate, conglomerate, granodiorite, limestone, tonalite"										
Filo Colorado		AGTN	Argentina			-23	-27		-13	-66	-66.21666667	-27.38333333	21a	1971			Yes	"Resource: 9 Mt at 0.25% Cu, 0.02% Mo, and 0.02 g/t Au. "	324			0	0	0	0	"Guillou, J., 1999, El porfiro cuprifero Filo Colorado, Catamarca, in Zappettini, E.O., ed., Recursos minerales de la Republica Argentina: Instituto de Geologia y Recursos Minerales SEGEMAR, Anales 35, Buenos Aires, p. 1493–1494.Koukharsky, M., and Mirré, J.C., 1976, Mi Vida prospect: a porphyry copper-type deposit in northwester Argentina: Economic Geology, v. 71, p. 849–863.Sasso, A.M., and Clark, A.H., 1998, The Farallón Negro Group, northwest Argentina: magmatic, hydrothermal and tectonic evolution and implications for Cu-Au metallogeny in the Andean back-arc: SEG (Society of Economic Geologists) Newsletter, no. 34, p. 1, 8–18."	"biotite, bornite, chalcocite, chalcopyrite, chrysocolla, chlorite, covellite, epidote, limonite, malachite, molybdenite, pyrite, sericite, tourmaline "			20c	"breccia, rhyodacite porphyry "		"andesite, basalt, granite, schist"					1.2	1.2	1.1			
Inca Viejo		AGTN	Argentina		-40	-8	-25	-45	-45	-66	-66.7625	-25.14444444	17	Ancient time			Yes	Grades range from 0.1 to 0.7% Cu; 0.12 to 0.25 g/t Au. Exposed. 	318	15		0	0	0	0	"Chabert, M.R., 1999, El porfiro cuprifero Inca Viejo, Salta, in Zappettini, E.O., ed., Recursos minerales de la Republica Argentina: Instituto de Geologia y Recursos Minerales SEGEMAR, Anales 35, Buenos Aires, p. 1429–1436.Godeas, M., Cardo, R., Carrizo, R., Zuloeta, C.G., Gonzales, R., Jr., Korzeniewski, L.I., Lopez, H., Mallimacci, H., Martinez, L. Ramallo, E., Valladares, H., and Zubia, M., 1999, Inventario de yasimentos y manifestaciones de minerales metaliferos e industriales de la Republica Argentina, in Zappettini, E.O., ed., Recursos minerales de la Republica Argentina: Instituto de Geologia y Recursos Minerales SEGEMAR, Anales 35, Buenos Aires, p. 1979–2172.Sillitoe, R.H., 1977, Permo-Carboniferous, upper Cretaceous, and Miocene porphyry copper-type mineralization in the Argentinean Andes: Economic Geology, v. 72, p. 99–109.Zappettini, E., Miranda-Angles, V., Rodriges, C.S., Palacios, O., Cocking, R., Godeas, M., Uribe-Zeballos, H., Vivallo, A.S., Paz, M.M., Seggiaro, P., Heuschmidt, B., Gardeweg, M., Boulangger, E., Korzeniewski, L.I., Mpodozis, C.M., Carpio, M., Rubiolo, D., 2001, Mapa metalogénico de la región fronteriza entre Argentina, Bolivia, Chile y Perú (14ºS y 28ºS): Servicio Nacional de Geología y Minería, Publicacion Geológica Multinacional No. 2, Santiago de Chile, escala 1:1000000,  222 p., 1 map. "	"azurite/malachite, biotite, chalcocite, chalcopyrite, chrysocolla, goethite/limonite, gold, hematite, jarosite, molybdenite, pyrite, sericite, tourmaline, turquoise"	15		22c	"breccia, dacite porphyry "	quartzite	"andesite porphyry, sandstone, siltstone"					3	1.5	3.5			
La Voluntad		AGTN	Argentina			-11	-39		-38	-70	-70.63333333	-39.18333333	17	1934				Exposed. 	338	281	250	0.15	0	0	0	"Garrido, M., and Dominguez, E., 1999,  El yacimiento de porfiro cuprifero La Voluntad, Neuquen, in Zappettini, E.O., ed., Recursos minerales de la Republica Argentina: Instituto de Geologia y Recursos Minerales SEGEMAR, Anales 35, Buenos Aires, p. 809–818.Sillitoe, R.H., 1977, Permo-Carboniferous, upper Cretaceous, and Miocene porphyry copper-type mineralization in the Argentinean Andes: Economic Geology, v. 72, p. 99–109."	"arsenopyrite, apatite, biotite, bornite, chalcocite, chalcopyrite, chlorite, covellite, epidote, hematite, limonite, molybdenite, pyrite, sericite, sphalerite, wolframite, zeolite"	281			tonalite porphyry	"andesite, conglomerate, dacite, mudstone, rhyolite, sandstone"	"granite, granodiorite, quartz diorite, tuff"					8	4	25			
Nevados de Famatina	la Estrechura	AGTN	Argentina			0	-29		-45	-67	-67.75	-29	17	1904		La Mejicana (Cu-Au epithermal vein system)		30% of the deposit area is covered by alluvium and colluvium.	326	4.4	300	0.37	0.06	0.9	0.3	"Brodtcorb de, M.K., and Schalamuk, I.B., 1999, Yacimientos de cobre y oro, la Sierra de Famatina, La Rioja, in Zappettini, E.O., ed., Recursos minerales de la Republica Argentina: Instituto de Geologia y Recursos Minerales SEGEMAR, Anales 35, Buenos Aires, p. 1659–1663.Losada-Calderón, A.J., and McPhail, D.C., 1996, Porphyry and high-sulfidation epithermal mineralization in the Nevados del Famatina mining district, Argentina, in Camus, F., Sillitoe, R.H., and Petersen, R., eds., Andean copper deposits:  new discoveries, mineralization, styles and metallogeny:  Society of Economic Geologists Special Publication no. 5, p. 91–118.Mayon, C.L., 1999, Depósitos de molybdeno y cobre disseminados en la Sierra de Famatina, La Rioja, in Zappettini, E.O., ed., Recursos minerales de la Republica Argentina: Instituto de Geologia y Recursos Minerales SEGEMAR, Anales 35, Buenos Aires, p. 1495–1505.Paar, W.H., Topa, D., Brotkorb de, M.K., and Ametrano, S., 1997, Cu–Au veins of la Mejicana ore district, Argentina: Mineralogical aspects, in Papunen, H., ed., Mineral deposits: research and exploration, where do they meet?: Proceedings of the Fourth Biennal SGA Meeting, Balcema, Rotterdam, p. 273–276. "	"alunite, anhydrite, biotite, barite, bornite, chalcocite, chalcopyrite, enargite, famatinite, gold, goldfieldite, hematite, idaite, kaolinite/illite, luzonite, magnetite, molybdenite, pyrite, pyrophyllite, pyrrhotite, sericite, sphalerite, svanbergite, sylvanite, tennantite/tetrahedrite, wolframite, zunyite "	5–3.8	25e (4)		"dacite porphyry, rhyodacite porphyry"	granite	"sandstone, shale, siltstone"					6	4.5	5.1			
Pancho Arias		AGTN	Argentina			-12	-24		-52	-65	-65.86666667	-24.2	17				Yes		315	15		0	0	0	0	"Sillitoe, R.H., 1977, Permo-Carboniferous, upper Cretaceous, and Miocene porphyry copper-type mineralization in the Argentinean Andes: Economic Geology, v. 72, p. 99–109.Zappettini, E.O., Godeas, M., and Segal, S., 1999, Mapa metallogenetico de la Republica Argentina, escala 1:2,500,000, 2 fol., in Zappettini, E.O., ed., Recursos minerales de la Republica Argentina: Instituto de Geologia y Recursos Minerales SEGEMAR, Anales 35, Buenos Aires, v. I and v. II—2172 p."	"biotite, chalcopyrite, pyrite"	15			dacite porphyry												
Paramillos Norte		AGTN	Argentina			-25	-32		-5	-69	-69.08333333	-32.41666667	17	middle 19th century				Some drill hole values: 0.031 to 0.054% Mo; locally 0.6 g/t Au. Exposed.	334	14	186	0.58	0	0	0	"Carrasquero, S.I., 1999, Porphyry-type and epithermal ore deposits in the Paramillos de Uspallata district, Mendoza, Argentina, in Stanley, C.J., et al., eds., Mineral deposits: processes to processing, v. 2: Proceedings of the Fifth Biennial SGA Meeting, Balkema, Rotterdam, p. 487–490. Lavandaio, E., and Fusari, C., 1999, Distrito polimetalico Mendoza Norte, Mendoza, in Zappettini, E.O., ed., Recursos minerales de la Republica Argentina: Instituto de Geologia y Recursos Minerales SEGEMAR, Anales 35, Buenos Aires, p. 1705–1716.Sillitoe, R.H., 1977, Permo-Carboniferous, upper Cretaceous, and Miocene porphyry copper-type mineralization in the Argentinean Andes: Economic Geology, v. 72, p. 99–109."	"biotite, bornite, calcite, chalcopyrite, cuprite, delafossite, epidote, hematite/specularite, ilmenite, mackinawite, magnetite, molybdenite, pyrite, pyrrhotite, sericite"	19–8.5	25c (3)	"17, 22c"	"andesite porphyry, hornfels, latite porphyry, breccia, trachyte"	"agglomerate, metasedimentary rocks"	"andesite, monzodiorite"		2.4	1.5	2						
Paramillos Sur		AGTN	Argentina			-29	-32		-6	-69	-69.1	-32.48333333	17	16 century				Grades and tonnages early estimates. 50% of the deposit area is covered by Quaternary sediments.	335	14	187	0.53	0.01	0	0	"Carrasquero, S.I., 1999, Porphyry-type and epithermal ore deposits in the Paramillos de Uspallata district, Mendoza, Argentina, in Stanley, C.J., et al., eds., Mineral deposits: processes to processing, v. 2: Proceedings of the Fifth Biennial SGA Meeting, Balkema, Rotterdam, p. 487–490. Lavandaio, E., and Fusari, C., 1999, Distrito polimetalico Mendoza Norte, Mendoza, in Zappettini, E.O., ed., Recursos minerales de la Republica Argentina: Instituto de Geologia y Recursos Minerales SEGEMAR, Anales 35, Buenos Aires, p. 1705–1716.Long, K.R., 1995, Production and reserves of Cordilleran (Alaska to Chile) porphyry copper deposits, in Pierce, F.W., and Bolm, J.G., eds., Porphyry copper deposits of the American Cordillera:  Tucson, Arizona Geological Society Digest 20, p. 35-68.Romani, R.R., 1999, El porfiro cuprifero Paramillos Sur, Mendoza, in Zappettini, E.O., ed., Recursos minerales de la Republica Argentina: Instituto de Geologia y Recursos Minerales SEGEMAR, Anales 35, Buenos Aires, p. 1513–1523."	"biotite, bornite, chalcopyrite, chlorite, cubanite, galena, gold, hematite, ilmenite, jarosite, kaolinite/illite, limonite, mackinawite, magnetite, malchite, marcasite, molybdenite, montmorillonite, pyrite, pyrrhotite, scheelite, sericite, sphalerite, sulfosalt"	19–8.5	25c	"17, 22c, 25c "	"andesite porphyry, monzodiorite porphyry, diorite porphyry"		"andesite, calcareous shale, conglomerate, graywacke, rhyolite porphyry, sandstone, tuff"		1.6	1	2						
Quebrada del Bronce		AGTN	Argentina			-25	-37		-27	-70	-70.45	-37.41666667	17	1978			Yes	Geochemical anomalies of 291 ppm Cu and 0.03 to 0.09 g/t Au. Exposed.	336	45		0	0	0	0	"Case, A.M., and Malvicini, L., 1999, El porfiro cuprifero con oro de la Quebrada del Bronce, Neuquen, in Zappettini, E.O., ed., Recursos minerales de la Republica Argentina: Instituto de Geologia y Recursos Minerales SEGEMAR, Anales 35, Buenos Aires, p. 1337–1341."	"actinolite, azurite/malachite, biotite, calcite, chlorite, chrysocolla, covellite, epidote, goethite/limonite, hematite, kaolinite, pyrite, sericite, zeolite"	45			"breccia, diorite porphyry, hornfels, skarn"		"diorite, andesite, limestone, sandstone, siltstone"					0.8	0.6	0.4			
San Jorge		AGTN	Argentina			-15	-32		-26	-69	-69.43333333	-32.25	20c	1960			Yes	0.25% Cu cut-off. 60% of the deposit area is covered by alluvium and colluvium.	333	260	381	0.39	0	0	0.15	"Lumina Copper Corporation, 2004, San Jorge property: Press Release of March 2, 2004: http://www.luminacopper.com/s/SanJorgeProperty.aspNorthern Orion Explorations Ltd., 2000, Annual report: http://www.northernorion.com/s/NewsReleases.asp?ReportID=11598Sillitoe, R.H., 1977, Permo-Carboniferous, upper Cretaceous, and Miocene porphyry copper-type mineralization in the Argentinean Andes: Economic Geology, v. 72, p. 99–109.Williams, W.C., and Madrid, J., 1999, El porfiro cuprifero San Jorge, Mendoza, in Zappettini, E.O., ed., Recursos minerales de la Republica Argentina: Instituto de Geologia y Recursos Minerales SEGEMAR, Anales 35, Buenos Aires, p. 797–808.Williams, W.C., Meissl, E., Madrid, J., and de Machuca, B.C., 1999, The San Jorge porphyry copper deposit, Mendoza, Argentina: a combination of orthomagmatic and hydrothermal mineralization: Ore Geology Reviews, v. 14, p. 185–201. "	"Ag-tellurides, apatite, arsenopyrite, azurite/malachite, biotite, bismuth, bismuthinite, bornite, brochantite, calcite, chalcocite, chalcopyrite, chlorite, chrysocolla, copper, covellite, cubanite, cuprite, delafossite, epidote, galena, gold, gypsum, kaolinite, limonite, mackinawite, malachite, marcasite, molybdenite, neotocite, pyrite, pyrrhotite, rutile, sericite, sphalerite, telurobismuthinite, tenorite, tourmaline"	263–257		20c	"andesite porphyry, breccia, granodiorite porphyry"	"ignimbrite, andesite"	"conglomerate, granite porphyry, greywacke, mudstone, sandstone, shale, siltstone"								0.25	0.8	0.4
Taca Taca Alto	Taca Taca Upper	AGTN	Argentina			-34	-24		-47	-67	-67.78333333	-24.56666667	21a	1967			Yes	"Resources: 19 Mt at 0.29% Cu, 0.08% Mo, and 0.03 g/t Au. Exposed. "	316	29		0	0	0	0	"Blower, S., 2003, Taca Taca property: Lumina Copper Corporation Technical Report, 80 p.  http://www.luminacopper.com/s/TacaTacaProperty.aspRubinstein N.A., Segal, SJ., and Zappettini, E.O., 1999, El porfiro cuprifero Taca-Taca Alto, Salta, in Zappettini, E.O., ed., Recursos minerales de la Republica Argentina: Instituto de Geologia y Recursos Minerales SEGEMAR, Anales 35, Buenos Aires, p.1333–1336.Sillitoe, R.H., 1977, Permo-Carboniferous, upper Cretaceous, and Miocene porphyry copper-type mineralization in the Argentinean Andes: Economic Geology, v. 72, p. 99–109."	"alunite, biotite, bornite, chalcopyrite, chlorite, covellite, digenite, epidote, galena, hematite, limonite, magnetite, molybdenite, rutile, pyrite, pyrophyllite, pyrrhotite, sericite, sphalerite, tourmaline, zunyite"	29	17		"breccia, dacite porphyry, rhyodacite porphyry"		"andesite, dacite, granite, granodiorite, ignimbrite"					3.5	2.3	6.3			
Taca Taca Bajo	Taca Taca Lower	AGTN	Argentina			-35	-24		-44	-67	-67.73333333	-24.58333333	17	1967				"Primary ore: 440 Mt at 0.58% Cu, 0.18 g/t Au, 0.02% Mo (0.3% Cu cut-off grade). Supergene alunite Ar-Ar age: 24 Ma. Exposed."	317	31	553	0.54	0.016	0	0.15	"Blower, S., 2003, Taca Taca property: Lumina Copper Corporation Technical Report, 80 p.  http://www.luminacopper.com/s/TacaTacaProperty.aspRojas, N., Drobe, J., Lane, R., and Bonafede, D., 1999, El porfiro cuprifero Taca-Taca Bajo, Salta, in Zappettini, E.O., ed., Recursos minerales de la Republica Argentina: Instituto de Geologia y Recursos Minerales SEGEMAR, Anales 35, Buenos Aires, p. 1321–1331.Sillitoe, R.H., 1977, Permo-Carboniferous, upper Cretaceous, and Miocene porphyry copper-type mineralization in the Argentinean Andes: Economic Geology, v. 72, p. 99–109."	"alunite, atacamite, biotite, bornite, chalcocite, chalcopyrite, covellite, coppergalena, goethite/limonite, gold, hematite, jarosite, kaolinite, pyrite, sericite, sphalerite "	33.6–29	21a		"granite porphyry, dacite porphyry, rhyolite porphyry "		"aplite, clastic sedimentary rocks, dacite, granite, granodiorite, tuff"					3.4	2	5.3			
Yalguaraz		AGTN	Argentina			-8	-32		-27	-69	-69.45	-32.13333333	17	1961			Yes	"Drill holes: 0.14 to 0.5% Cu, 0.13 to 8.1 g/t Au. Exposed."	332	263.5		0	0	0	0	"Madrid, J., and Williams, W.C., 1999, Porfiro cuprifero Yalguaraz, Mendoza, in Zappettini, E.O., ed., Recursos minerales de la Republica Argentina: Instituto de Geologia y Recursos Minerales SEGEMAR, Anales 35, Buenos Aires, p. 797–808.Sillitoe, R.H., 1977, Permo-Carboniferous, upper Cretaceous, and Miocene porphyry copper-type mineralization in the Argentinean Andes: Economic Geology, v. 72, p. 99–109."	"arsenopyrite, biotite, bornite, calcite, chalcopyrite, chlorite, epidote, molybdenite, pyrite, pyrrhotite, sericite, sphalerite, tetrahedrite, tourmaline"	270–257		20c	"breccia, dacite porphyry, diorite, quartz diorite"		argillite					2	1.6	2.5			
Carrizal		AGTN	Argentina 			0	-30		-10	-69	-69.16666667	-30	17	1943			Yes	"In rhyolite porphyry: up to 219 ppm Cu, 114 ppm Zn, 140 ppm Pb, 6.4 ppm Ag, and 3.9 ppm Au. 90% of the deposit area is covered by alluvium and colluvium."	327	261		0	0	0	0	"Rubinstein, N.A., 1999, Manifestacion de porphyro cuprifero Carrizal, in Zappettini, E.O., ed., Recursos minerales de la Republica Argentina: Instituto de Geologia y Recursos Minerales SEGEMAR, Anales 35, Buenos Aires, p. 785–787. "	"arsenopyrite, biotite, Bi–sulfotellurides, chalcocite, chalcopyrite, chlorite, gold, magnetite, melnikovite, molybdenite, pyrite, pyrrhotite, sericite, sphalerite "	261			"dacite porphyry, rhyolite porphyry"		"sandstone, siltstone"					1	0.4	0.3			
Agarak		ARMA	Armenia			58	38		11	46	46.18333333	38.96666667	20c	1845				Traces to 0.2% Mo; Re–Os mineralization age is 44–56 Ma	397	39.5	125	0.56	0	0	0.6	"Krivtsov, A.I.,  Migachev, I.F., and Popov, V.S., 1986,  Porphyry copper deposits of the world: Moscow,  Nedra, 236 p. (in Russian).Magakyan, I.G., 1980,  Alpine copper deposits in the Lesser Caucasus (Extending abstract), in Jankovic, S., and Sillitoe, R.H., eds., European copper deposits: Proceedings of an International Symposium held at Bor, Yugoslavia, 18–22 September, 1979, Belgrade, UNESCO, p. 197–198.  Movsesyan, S.A., and Isaenko, M.P., 1974,  Complex copper–molybdenum deposits, Moscow, Nedra, 343 p. (in Russian).Tayan, R.N., and Sarkisyan, S.P., 1988,  Shape of the ore stockwork and distribution of copper-molybdenum mineralization in the  Agarak deposit:  Proceedings of Academy of Sciences of Armenia Socialist Republic, Earth Sciences, v. 16, no. 3, p. 15–22 (in Russian). "	"arsenopyrite, azurite/malachite, biotite, bismuthinite, bismuth, bornite, carbonate, chalcopyrite, emplectite, enargite, galena, gold, hematite, kaolinite, luzonite, magnetite, molybdenite, pyrite, pyrrhotite, sericite, silver, sphalerite, tetrahedrite/tennantite, wittichenite"	42–37		20c	"breccia, granodiorite porphyry, granite porphyry, diorite porphyry"		"granosyenite, monzonite, quartz monzonite"								0.14	0.7	0.25
Ankavan		ARMA	Armenia			38	40		31	44	44.51666667	40.63333333	17					Pambak ore district	393	33		0	0	0	0	"Magakyan, I.G., 1980,  Alpine copper deposits in the Lesser Caucasus (Extended abstract), in Jankovic, S., and Sillitoe, R.H., eds., European copper deposits: Proceedings of an International Symposium held at Bor, Yugoslavia, 18–22 September, 1979, Belgrade, UNESCO, p. 197–198.  Movsesyan, S.A., and Isaenko, M.P., 1974,  Complex copper–molybdenum deposits, Moscow, Nedra, 343 p. (in Russian).Movsesyan, S.A., 1979,  Distribution of ore deposits in Armenia: Moscow, Nedra, 219 p. (in Russian)."	"actinolite, azurite/malachite, bornite, carbonate, chalcocite, chalcopyrite, covellite, cuprite, epidote, galena, garnet, goethite, gypsum, hematite, kaolinite, magnetite, marcasite, molybdenite, pyrite, scheelite, sphalerite, Te-minerals, tennantite, tenorite "	33	18b		"aplite, granodiorite porphyry, granosyenite porphyry, lamprophyre, pegmatite, skarn "		"granite, limestone, marble, quartz diorite, schist"		2.2	0.7	4						
Dastakert		ARMA	Armenia			22	39	20	1	46	46.02222222	39.36666667	17						394	22		0	0	0	0	"Krivtsov, A.I.,  Migachev, I.F., and Popov, V.S., 1986,  Porphyry copper deposits of the world: Moscow,  Nedra, 236 p. (in Russian).Magakyan, I.G., 1980,  Alpine copper deposits in the Lesser Caucasus (Extending abstract), in Jankovic, S., and Sillitoe, R.H., eds., European copper deposits: Proceedings of an International Symposium held at Bor, Yugoslavia, 18–22 September, 1979, Belgrade, UNESCO, p. 197–198.  Movsesyan, S.A., and Isaenko, M.P., 1974,  Complex copper–molybdenum deposits, Moscow, Nedra, 343 p. (in Russian)."	"alabandite, albite, azurite/malachite, bismuth, bismutite, bornite, carbonate, chalcocite, chalcopyrite, chlorite, chrysocolla, copper, covellite, cuprite, emplectite, enargite/tenorite, epidote, galena, germanite, gold, goethite, gypsum, hematite, jarosite, luzonite, magnetite, molybdenite, pyrite, pyrrhotite, renierite, rhodochrosite, sericite, sphalerite, tetrahedrite/tennantite, wittichenite "	22			"diabase porphyry, diorite porphyry, lamprophyre, pegmatite"		"andesite, gabbro-diorite, granodiorite, hornfels, quartz diorite"										
Kadzharan		ARMA	Armenia			10	39		9	46	46.15	39.16666667	17		1950			In concentrate: 84 ppb Pt; 24 ppb Pd.	395	22	181	0.65	0.05	2	0.65	"Krivtsov, A.I.,  Migachev, I.F., and Popov, V.S., 1986,  Porphyry copper deposits of the world: Moscow,  Nedra, 236 p. (in Russian).Magakyan, I.G., 1980,  Alpine copper deposits in the Lesser Caucasus (Extending abstract), in Jankovic, S., and Sillitoe, R.H., eds., European copper deposits: Proceedings of an international Symposium held at Bor, Yugoslavia, 18–22 September, 1979, Belgrade, p. 197–198.  Movsesyan, S.A., and Isaenko, M.P., 1974,  Complex copper–molybdenum deposits, Moscow, Nedra, 343 p. (in Russian).Movsesyan, S.A., 1979,  Distribution of ore deposits in Armenia: Moscow, Nedra, 219 p. (in Russian). Recharsky, V.I., 1980,  Geochemistry of copper–molybdenum deposits of the Lesser Caucasus, in Jankovic, S., and Sillitoe, R.H., eds., European copper deposits: Proceedings of an international Symposium held at Bor, Yugoslavia, 18–22 September, 1979, Belgrade, p. 104–108.   Tarkian, M., and Stribrny, B., 1999, Platinum-group elements in porphyry copper deposits: a reconnaissance study: Mineralogy and Petrology, v. 65, p. 161–183."	"actinolite, albite, anhydrite/gypsum, ankerite, argentite, azurite/malachite, biotite, bismuth, bismutite, bornite, carbonate, chalcocite, chalcopyrite, chlorite, chrysocolla, covellite, cuprite, emplectite, enargite/tenorite, epidote, galena, goethite, gold, hematite/specularite, kaolinite/dickite, luzonite, magnetite, molybdenite, muscovite/sericite, pyrite, pyrrhotite, scheelite, silver, sphalerite, Te-minerals, tetrahedrite/tennantite, wittichenite "	20–24 	17		"aplite, diorite porphyry, gabbro, granite porphyry, granodiorite porphyry, hornfels, lamprophyre, quartz monzonite, skarn, syenite porphyry"	"diorite, limestone"	"andesite, andesite breccia, andesite tuff, granite, granodiorite, monzonite"	1.5									
Shikahoh		ARMA	Armenia			6	39		28	46	46.46666667	39.1	17				Yes		396	143.5		0	0	0	0	"Gulyan, E.K., Karamyan, K.A., Bartikyan, P.M., and Tayan, R.N., 1986,  Phases of copper–molybdenum mineralization of the lesser Caucasus:   Proceedings of Academy of Sciences of Armenia Socialist Republic, Earth Sciences, v. 29, no. 4, p. 17–23. (in Russian).Krivtsov, A.I.,  Migachev, I.F., and Popov, V.S., 1986,  Porphyry copper deposits of the world: Moscow,  Nedra, 236 p. (in Russian).Magakyan, I.G., 1980,  Alpine copper deposits in the Lesser Caucasus (Extending abstract), in Jankovic, S., and Sillitoe, R.H., eds., European copper deposits: Proceedings of an international Symposium held at Bor, Yugoslavia, 18–22 September, 1979, Belgrade, p. 197–198.  Movsesyan, S.A., and Isaenko, M.P., 1974,  Complex copper–molybdenum deposits, Moscow, Nedra, 343 p. (in Russian).Movsesyan, S.A., 1979,  Distribution of ore deposits in Armenia: Moscow, Nedra, 219 p. (in Russian)."	"anhydrite/gypsum, bornite, biotite, carbonate, chalcocite, chalcopyrite, chlorite, cubanite, digenite, galena, goethite, hematite, magnetite, molybdenite, pyrite, pyrrhotite, rutile, sericite, sphalerite, tennantite "	142–145		21a	"aplite, diabase dike, granite porphyry, granodiorite porphyry, pegmatite, quartz diorite porphyry"		"andesite, andesite porphyry, andesitic basalt porphyry, dacite porphyry, diorite, gabbro, gabbro-diorite, granodiorite, granite"							7			
