Lon     Lat     H       Tdis    Strike  Dip     AZconv  Vtot    Vc      Age     DesRat  Phi/100 Front   Name                              ArcName
176.00  -38.82  96      255     52      49      -98     43.8    22.0    100.0   16.6    16.6    y       TAUPO                             New_Zealand
175.63  -39.15  90      250     46      49      -98     43.8    25.9    100.0   19.6    19.6    y       NGAURUHOE                         New_Zealand
175.64  -39.13  91      250     46      49      -98     43.2    25.2    100.0   19.0    19.0    y       TONGARIRO                         New_Zealand
175.57  -39.28  84      250     43      49      -98     43.0    26.7    100.0   20.3    20.3    y       RUAPEHU                           New_Zealand
95.33   5.88    109     285     138     51      7       49.7    37.2    52.0    28.8    15.0    y       PULAU_WEH                         North_Sumatra
95.60   5.42    96      285     138     51      7       50.0    37.9    51.2    29.6    15.1    y       SEULAWAH_AGAM                     North_Sumatra
96.33   4.92    113     320     133     51      8       50.9    41.8    49.2    32.3    15.9    y       PEUET_SAGUE                       North_Sumatra
96.80   4.82    145     345     126     49      8       51.5    45.3    48.0    34.4    16.5    n       BUR_NI_GEUREUDONG                 North_Sumatra
96.81   4.77    140     340     129     50      8       51.5    44.0    48.0    33.6    16.1    y       BUR_NI_TELONG                     North_Sumatra
97.60   3.87    121     325     132     48      9       52.5    44.1    46.0    32.5    15.0    y       GAYOLESTEN                        North_Sumatra
98.47   3.21    132     350     137     47      10      53.6    42.8    46.0    31.2    14.3    y       SIBAYAK                           North_Sumatra
98.39   3.17    124     340     137     46      10      53.5    42.4    46.2    30.6    14.1    y       SINABUNG                          North_Sumatra
98.83   2.58    124     340     147     47      10      54.1    37.0    47.0    27.0    12.7    y       TOBA                              Central_Sumatra
98.93   2.03    101     320     142     46      11      54.3    40.9    47.6    29.5    14.0    y       HELATOBA-TARUTUNG                 Central_Sumatra
99.25   1.57    105     325     145     46      11      54.7    39.6    50.0    28.4    14.2    y       BUAL_BUALI                        Central_Sumatra
99.54   0.69    85      295     148     45      12      55.2    38.3    56.0    27.0    15.1    y       SORIKMARAPI                       Central_Sumatra
99.98   0.08    92      300     151     45      13      55.8    36.9    57.6    26.3    15.1    y       TALAKMAU                          Central_Sumatra
100.47  -0.38   113     330     147     47      13      56.5    40.9    59.4    29.9    17.8    y       MARAPI                            Central_Sumatra
100.32  -0.43   93      315     144     47      13      56.3    42.7    59.0    31.3    18.5    y       TANDIKAT                          Central_Sumatra
100.68  -0.98   92      305     143     48      14      56.8    43.7    60.6    32.6    19.7    y       TALANG                            Central_Sumatra
101.27  -1.69   96      300     141     50      14      57.6    46.3    63.6    35.4    22.5    y       KERINCI                           South_Sumatra
101.60  -2.27   82      285     143     51      15      58.1    45.6    65.0    35.4    23.0    y       HUTAPANJANG                       South_Sumatra
101.73  -2.42   83      285     142     51      15      58.2    46.1    65.6    36.0    23.6    n       SUMBING                           South_Sumatra
101.63  -2.59   64      265     145     51      15      58.2    44.4    65.4    34.5    22.6    y       KUNYIT                            South_Sumatra
102.02  -2.82   80      285     143     51      15      58.6    46.5    66.8    36.2    24.2    y       PENDAN                            South_Sumatra
102.18  -2.82   94      300     141     51      15      58.8    47.8    67.8    37.0    25.1    y       BELIRANG-BERITI                   South_Sumatra
102.37  -3.38   72      285     141     50      16      59.1    48.1    68.8    37.1    25.5    y       BUKIT_LUMUTDAUN                   South_Sumatra
102.62  -3.52   84      295     139     50      16      59.4    49.3    70.0    38.0    26.6    y       KABA                              South_Sumatra
103.13  -4.03   97      300     142     50      16      60.0    48.3    72.2    36.8    26.5    y       DEMPO                             South_Sumatra
103.62  -4.22   130     330     136     50      16      60.5    52.5    74.0    39.9    29.5    n       BUKIT_LUMUT_BALAI                 South_Sumatra
103.67  -4.43   118     320     136     49      16      60.6    52.5    74.2    39.9    29.6    y       GUNUNG_BESAR                      South_Sumatra
103.92  -4.83   100     300     125     49      16      61.0    57.8    75.0    43.8    32.9    y       RANAU                             South_Sumatra
104.32  -5.12   92      305     125     49      16      61.4    58.2    76.0    44.1    33.5    n       SEKINCAU_BELIRANG                 Sunda_Strait
104.27  -5.25   75      290     125     49      17      61.4    58.3    76.0    44.1    33.5    y       SUOH                              Sunda_Strait
104.60  -5.35   86      300     125     50      17      61.8    58.6    77.0    44.6    34.3    y       HULUBELU                          Sunda_Strait
105.62  -5.78   119     305     130     49      17      62.8    57.6    78.0    43.7    34.1    n       RAJABASA                          Sunda_Strait
105.42  -6.10   77      260     130     49      17      62.7    57.7    81.0    43.8    35.5    y       KRAKATAU                          Sunda_Strait
105.97  -6.20   99      280     130     50      17      63.2    58.1    82.0    44.5    36.5    y       DANAU_COMPLEX                     Sunda_Strait
106.04  -6.27   96      275     130     50      17      63.3    58.2    83.0    44.7    37.1    y       KARANG                            Sunda_Strait
106.65  -6.73   86      260     118     50      17      64.0    62.8    86.0    48.3    41.6    y       KIARABERES-GAGAK                  Sunda_Strait
106.68  -6.75   86      260     117     50      17      64.0    63.1    87.0    48.3    42.0    y       PERBAKTI                          Sunda_Strait
106.73  -6.72   91      265     113     50      17      64.0    63.7    88.0    48.7    42.8    y       SALAK                             Sunda_Strait
106.98  -6.78   102     275     115     50      17      64.2    63.6    89.0    48.5    43.1    n       GEDE                              Sunda_Strait
107.37  -7.15   89      260     122     48      17      64.7    62.6    90.0    46.7    42.0    y       PATUHA                            Sunda_Strait
107.63  -7.21   97      270     122     48      17      64.9    62.7    92.0    46.5    42.7    n       WAYANG-WINDU                      Sunda_Strait
107.60  -6.77   148     310     122     48      17      64.8    62.6    93.0    46.6    43.4    n       TANGKUBANPARAHU                   Sunda_Strait
107.73  -7.32   91      265     121     48      17      65.0    63.0    94.0    47.0    44.2    y       PAPANDAYAN                        Sunda_Strait
107.72  -7.23   100     275     125     48      17      65.0    61.8    94.0    45.8    43.1    n       KAWAHMANUK                        Sunda_Strait
107.80  -7.12   117     285     118     48      17      65.0    63.7    95.0    47.5    45.1    n       KAWAHKAMOJANG                     Sunda_Strait
107.83  -7.13   118     290     118     48      17      65.1    63.9    95.0    47.6    45.2    n       GUNTUR                            Sunda_Strait
107.95  -6.77   172     330     115     48      17      65.1    64.3    96.0    48.1    46.2    n       TAMPOMAS                          Sunda_Strait
108.05  -7.25   117     290     116     48      17      65.3    64.4    96.0    48.2    46.2    y       GALUNGGUNG                        Sunda_Strait
108.07  -7.21   124     295     118     48      17      65.3    64.0    97.0    47.8    46.3    n       TALAGABODAS                       Sunda_Strait
108.08  -7.17   129     300     120     48      17      65.3    63.6    98.0    47.4    46.4    n       KAWAHKARAHA                       Sunda_Strait
108.40  -6.89   183     345     109     49      16      65.5    65.4    99.0    49.1    48.6    n       CEREME                            Sunda_Strait
109.21  -7.24   170     340     103     48      16      66.2    66.1    100.0   48.7    48.7    y       SLAMET                            Java
109.92  -7.20   194     350     98      46      16      66.8    66.1    100.0   47.8    47.8    n       DIENG_VOLC_COMPLEX                Java
109.99  -7.30   183     340     98      46      16      66.9    66.3    101.0   48.0    48.4    n       SUNDORO                           Java
110.06  -7.38   174     330     98      46      16      67.0    66.3    102.0   48.1    49.0    y       SUMBING                           Java
110.33  -7.18   205     350     94      46      16      67.1    65.7    102.0   47.5    48.4    n       UNGARAN                           Java
110.40  -7.37   182     335     98      46      16      67.2    66.5    103.0   48.0    49.5    n       TELOMOYO                          Java
110.43  -7.45   173     325     97      46      16      67.3    66.4    104.0   48.1    50.0    n       MERBABU                           Java
110.44  -7.54   161     315     97      46      16      67.3    66.4    105.0   48.1    50.5    y       MERAPI                            Java
111.19  -7.62   161     305     95      47      16      67.9    66.7    109.0   48.5    52.9    y       LAWU                              Java
111.76  -7.81   141     290     99      47      16      68.4    67.8    112.0   49.3    55.3    y       WILIS                             Java
112.31  -7.93   133     290     103     47      16      68.8    68.8    114.0   50.0    57.0    y       KELUT                             Java
112.45  -7.92   138     295     107     46      16      69.0    68.9    115.0   49.9    57.4    n       KAWI-BUTAK                        Java
112.58  -7.72   165     320     105     46      16      69.0    69.0    115.0   49.7    57.1    n       ARJUNO-WELIRANG                   Java
112.63  -7.62   180     330     104     46      16      69.0    69.0    116.0   49.7    57.7    n       PENANGGUNGAN                      Java
112.68  -8.02   134     290     108     45      16      69.1    69.1    117.0   49.0    57.3    y       MALANG_PLAIN                      Java
112.92  -8.11   133     290     107     44      16      69.3    69.3    119.0   48.3    57.5    y       SEMERU                            Java
112.95  -7.94   154     305     108     44      16      69.3    69.3    121.0   48.3    58.5    n       TENGGER_CALDERA                   Java
113.34  -8.00   160     310     104     42      16      69.6    69.6    123.0   47.0    57.8    y       LAMONGAN                          Java
113.58  -7.70   197     350     101     42      15      69.8    69.5    124.0   46.7    57.9    n       LURUS                             Java
113.57  -7.97   170     320     103     42      16      69.8    69.7    125.0   46.9    58.6    n       IYANG-ARGAPURA                    Java
114.04  -8.12   166     310     101     42      16      70.2    70.0    129.0   46.9    60.5    y       RAUNG                             Bali/Lombok
114.24  -8.06   177     325     100     42      15      70.3    70.0    130.0   47.1    61.2    y       IJEN                              Bali/Lombok
114.37  -7.85   200     350     100     42      15      70.4    70.1    130.0   47.3    61.5    y       BALURAN                           Bali/Lombok
115.13  -8.28   166     310     96      45      15      71.0    70.0    135.0   49.7    67.2    y       BRATAN                            Bali/Lombok
115.38  -8.24   175     320     98      47      15      71.2    70.6    135.0   51.6    69.6    n       BATUR                             Bali/Lombok
115.51  -8.34   162     310     95      48      15      71.3    70.1    135.0   52.3    70.6    y       AGUNG                             Bali/Lombok
116.47  -8.42   150     315     88      52      15      71.9    68.8    140.0   54.1    75.7    y       RINJANI                           Bali/Lombok
118.00  -8.25   151     335     88      50      14      72.9    69.9    145.0   53.3    77.3    y       TAMBORA                           Bali/Lombok
119.06  -8.18   152     355     88      50      14      73.6    70.7    148.6   54.5    81.0    y       SANGEANG_API                      Bali/Lombok
120.03  -8.68   94      295     93      51      14      74.3    73.0    145.0   56.7    82.3    y       WAI_SANO                          West_Banda_Sea
120.48  -8.68   97      300     94      51      14      74.5    73.4    145.0   57.3    83.1    y       POCO_LEOK                         West_Banda_Sea
120.52  -8.62   103     310     94      52      14      74.6    73.5    145.0   57.7    83.7    n       GUNUNG_RANAKAH                    West_Banda_Sea
120.95  -8.88   77      280     92      52      14      74.8    73.1    145.0   57.5    83.4    y       INIERIE                           West_Banda_Sea
120.98  -8.73   95      295     94      52      14      74.8    73.7    NULL    58.1    NULL    n       INIELIKA                          West_Banda_Sea
121.18  -8.81   86      285     91      52      14      75.0    73.1    NULL    57.9    NULL    y       EBULOBO                           West_Banda_Sea
121.63  -8.88   77      270     89      53      14      75.2    72.6    NULL    58.0    NULL    y       IYA                               West_Banda_Sea
121.77  -8.79   89      280     90      53      14      75.3    73.1    NULL    58.4    NULL    y       SUKARIA_CALDERA                   West_Banda_Sea
121.78  -8.72   99      285     91      53      14      75.3    73.3    NULL    58.4    NULL    n       NDETE_NAPU                        West_Banda_Sea
121.83  -8.76   94      275     88      53      14      75.3    72.7    NULL    58.0    NULL    y       KELIMUTU                          West_Banda_Sea
121.71  -8.32   143     330     90      53      13      75.2    73.1    NULL    58.2    NULL    n       PALUWEH                           West_Banda_Sea
122.45  -8.67   103     270     91      52      13      75.7    74.0    NULL    58.5    NULL    y       EGON                              West_Banda_Sea
122.67  -8.48   130     285     92      52      13      75.8    74.2    NULL    58.5    NULL    n       ILIMUDA                           West_Banda_Sea
122.78  -8.53   123     275     90      52      13      75.8    73.7    NULL    58.1    NULL    y       LEWOTOBI                          West_Banda_Sea
122.84  -8.36   150     295     92      52      13      75.8    74.3    NULL    58.6    NULL    n       LEREBOLENG                        West_Banda_Sea
122.89  -8.30   159     305     93      52      13      75.9    74.6    NULL    58.7    NULL    n       RIANG_KOTANG                      West_Banda_Sea
123.26  -8.34   154     285     91      54      13      76.1    74.3    NULL    59.8    NULL    n       ILIBOLENG                         West_Banda_Sea
123.50  -8.27   168     290     93      55      13      76.2    75.0    NULL    61.4    NULL    n       LEWOTOLO                          West_Banda_Sea
123.42  -8.53   120     255     89      55      13      76.2    73.8    NULL    60.1    NULL    y       ILILABALEKAN                      West_Banda_Sea
123.59  -8.54   116     250     89      55      13      76.3    73.9    NULL    60.9    NULL    y       ILIWERUNG                         West_Banda_Sea
123.58  -7.79   294     325     85      56      13      76.2    72.5    NULL    59.9    NULL    n       BATU_TARA                         West_Banda_Sea
124.15  -8.51   113     225     85      58      13      76.6    72.7    NULL    61.6    NULL    y       SIRUNG                            West_Banda_Sea
123.95  -7.53   361     330     79      58      13      76.3    69.9    NULL    59.1    NULL    n       YERSEY                            West_Banda_Sea
126.65  -6.64   NULL    340     53      56      12      77.6    51.2    NULL    42.5    NULL    n       GUNUNGAPI_WETAR                   East_Banda_Sea
128.68  -7.12   162     255     45      52      12      78.6    43.4    NULL    34.1    NULL    y       WURLALI                           East_Banda_Sea
129.12  -6.92   158     275     40      50      11      78.8    37.7    NULL    29.0    NULL    y       TEON                              East_Banda_Sea
129.50  -6.73   131     285     25      48      11      78.9    18.8    NULL    14.0    NULL    y       NILA                              East_Banda_Sea
130.00  -6.30   116     305     10      42      11      79.1    1.4     NULL    1.0     NULL    y       SERUA                             East_Banda_Sea
130.29  -5.53   96      380     0       46      11      79.1    14.8    NULL    10.6    NULL    n       MANUK                             East_Banda_Sea
-63.23  17.63   113     180     -50     51      -105    19.2    15.7    84.5    12.1    10.2    y       SABA                              North_Lesser_Antilles
-62.95  17.48   102     170     -49     50      -105    19.2    16.0    83.5    12.3    10.2    y       THE_QUILL(STATIA)                 North_Lesser_Antilles
-62.80  17.37   100     175     -46     49      -105    19.2    16.5    83.0    12.5    10.4    y       LIAMUIGA(MT._MISERY,ST._KITTS)    North_Lesser_Antilles
-62.58  17.15   101     185     -45     50      -105    19.2    16.6    81.8    12.7    10.4    y       NEVIS                             North_Lesser_Antilles
-62.18  16.72   102     200     -40     50      -105    19.3    17.5    80.2    13.3    10.7    y       SOUFRIERE_HILLS(MONTSERRAT)       North_Lesser_Antilles
-61.67  16.05   101     220     -32     49      -105    19.4    18.5    82.2    14.0    11.5    y       SOUFRIERE_GUADELOUPE              North_Lesser_Antilles
-61.45  15.62   108     250     -32     50      -105    19.4    18.5    83.3    14.1    11.7    y       MORNE_AU_DIABLE(DOMINICA)         North_Lesser_Antilles
-61.42  15.50   113     255     -31     49      -105    19.4    18.7    83.5    14.2    11.8    y       MORNE_DIABLOTINS(DOMINICA)        North_Lesser_Antilles
-61.33  15.33   114     230     -27     50      -105    19.4    19.0    83.5    14.5    12.1    y       MICOTRIN(DOMINICA)                North_Lesser_Antilles
-61.37  15.22   124     270     -24     50      -105    19.4    19.2    84.0    14.7    12.3    y       MORNE_PATATES(DOMINICA)           North_Lesser_Antilles
-61.17  14.82   117     225     -14     48      -105    19.5    19.5    84.0    14.5    12.2    y       PELEE(MARTINIQUE)                 South_Lesser_Antilles
-61.05  13.83   119     220     5       45      -105    19.5    18.4    85.5    13.0    11.1    y       QUALIBOU(ST._LUCIA)               South_Lesser_Antilles
-61.18  13.33   127     230     14      43      -105    19.6    17.1    86.5    11.8    10.2    y       SOUFRIERE_ST._VINCENT             South_Lesser_Antilles
-61.63  12.30   128     265     14      38      -105    19.6    17.2    88.5    10.6    9.4     y       KICK-'EM-JENNY(GRENADA)           South_Lesser_Antilles
-61.67  12.15   118     270     14      38      -105    19.6    17.2    88.7    10.5    9.3     y       ST._CATHERINE(GRENADA)            South_Lesser_Antilles
-28.08  -55.92  54      85      -57     72      -118    7.3     6.4     78.0    6.0     4.7     y       PROTECTOR_SHOAL                   Scotia
-27.57  -56.30  79      130     -45     68      -118    7.3     7.0     75.0    6.5     4.9     y       ZAVODOVSKI                        Scotia
-28.13  -56.67  NULL    190     -38     70      -118    7.3     7.2     73.5    6.8     5.0     n       LESKOV_ISLAND                     Scotia
-27.15  -56.70  102     150     -35     66      -118    7.3     7.3     71.5    6.6     4.7     y       HODSON(VISOKOI)                   Scotia
-26.72  -57.08  95      150     -20     63      -119    7.3     7.3     69.0    6.5     4.5     y       CANDLEMAS_ISLAND                  Scotia
-26.45  -57.78  93      155     -1      60      -119    7.4     6.5     58.5    5.6     3.3     y       MICHAEL(SAUNDERS)                 Scotia
-26.58  -59.03  100     130     9       64      -119    7.4     5.8     32.0    5.2     1.7     y       BRISTOL_ISLAND                    Scotia
-27.37  -59.45  147     120     46      59      -118    7.4     2.0     30.5    1.7     0.5     y       THULE_ISLANDS                     Scotia
